0;2.02727272727273;3;91
0;4.8;8;90
0;7.21818181818182;10;88
0;2.94545454545455;5;87
0;2.7;4;85
0;3.89090909090909;6;83
0;3.31818181818182;5;82
1;4.00909090909091;6;81
1;3.18181818181818;4;80
0;5.63636363636364;9;79
0;6.23636363636364;9;77
1;4.64545454545455;6;74
1;3.22727272727273;4;73
0;4.92727272727273;7;69
0;5.12727272727273;8;66
1;7.32727272727273;10;64
0;2.26363636363636;3;62
1;5.9;8;61
1;6.09090909090909;10;60
0;3.89090909090909;6;58
0;2.23636363636364;3;57
1;6.69090909090909;9;56
3;9.05454545454545;12;55
0;4.26363636363636;5;52
0;5.50909090909091;8;50
0;5.38181818181818;10;49
0;6.25454545454545;10;48
4;12.0727272727273;14;47
0;7.19090909090909;11;46
0;5.70909090909091;7;45
0;4.67272727272727;7;44
0;10.7727272727273;15;43
0;6.44545454545455;10;42
0;4.08181818181818;6;41
1;3.77272727272727;6;39
0;4.70909090909091;6;38
2;8.42727272727273;12;37
0;11.1545454545455;15;36
0;8.23636363636364;13;35
3;10.9818181818182;15;34
1;9.39090909090909;14;33
0;7.42727272727273;10;32
0;9.10909090909091;14;31
0;4.48181818181818;7;30
1;7.83636363636364;11;29
2;10.5;16;28
1;12.4636363636364;19;27
1;7.87272727272727;10;26
5;17.9818181818182;22;25
2;13.6727272727273;20;24
2;9.20909090909091;13;23
1;9.87272727272727;13;22
2;14.9181818181818;21;21
4;14.7454545454545;21;21
4;14.5363636363636;20;20
2;17.8090909090909;25;20
9;23.0454545454545;28;19
1;20.7909090909091;30;19
6;23.3181818181818;31;19
3;22.1636363636364;31;19
2;23.6454545454545;35;19
10;26.8909090909091;35;19
1;26.8818181818182;35;19
5;26.6454545454545;35;19
2;23.4909090909091;35;19
1;10.8727272727273;16;18
14;17.4272727272727;22;17
5;18.9181818181818;26;17
8;21.7727272727273;35;17
4;23.2545454545455;35;17
10;24.9636363636364;35;17
8;28.3727272727273;35;17
9;23.1909090909091;35;17
6;24.1818181818182;35;17
13;26.4454545454545;35;17
6;25.0636363636364;35;17
11;24.2545454545455;35;17
9;27.4545454545455;35;17
5;26.7545454545455;35;17
3;21.5454545454545;35;17
5;24.3818181818182;35;17
6;26.0909090909
