0;1.08181818181818;5;91
0;1.11818181818182;7;89
0;0.590909090909091;8;88
0;0.736363636363636;7;87
0;1.31818181818182;7;84
0;1.45454545454545;10;83
0;0.681818181818182;6;82
0;0.909090909090909;6;81
0;0.809090909090909;3;80
0;0.709090909090909;6;78
0;0.845454545454545;5;76
0;0.509090909090909;6;75
0;1.37272727272727;3;74
0;1.15454545454545;6;73
0;0.936363636363636;6;72
0;1.20909090909091;8;71
0;1.84545454545455;13;67
0;0.354545454545455;5;66
0;0.845454545454545;6;65
0;0.5;3;64
0;1.35454545454545;9;63
0;1.56363636363636;14;62
0;0.909090909090909;8;61
0;0.572727272727273;6;60
0;1.96363636363636;10;59
0;0.445454545454545;3;58
0;1.91818181818182;11;56
1;1.94545454545455;11;54
0;0.863636363636364;9;53
0;1.17272727272727;3;52
0;1.13636363636364;6;51
0;2.03636363636364;9;50
0;2.08181818181818;15;49
0;1.53636363636364;9;48
1;3.03636363636364;8;46
0;0.963636363636364;10;45
0;1.01818181818182;9;44
1;2.74545454545455;11;43
1;3.26363636363636;8;42
0;1.1;14;39
0;1.78181818181818;10;38
1;5.91818181818182;18;37
1;2.82727272727273;11;36
0;2.18181818181818;8;35
0;1.02727272727273;10;34
1;3;15;33
2;3.7;12;31
0;3.7;11;30
0;2.77272727272727;11;29
0;2.61818181818182;10;27
6;9.81818181818182;19;26
1;6.85454545454545;17;25
2;3.83636363636364;29;24
1;5.38181818181818;22;23
6;9.85454545454546;22;22
6;9.91818181818182;28;21
1;5.82727272727273;22;20
7;10.2454545454545;20;19
3;6.58181818181818;15;18
5;11.3636363636364;25;17
4;7.24545454545455;26;16
9;17.9909090909091;30;15
5;13.9909090909091;29;15
5;13.8727272727273;26;15
5;13.8727272727273;29;15
3;13.5636363636364;31;15
4;12.9636363636364;24;15
3;13;28;15
3;12.6727272727273;26;15
3;13.7545454545455;29;15
5;15.2363636363636;34;15
3;14.4909090909091;30;15
4;14.3090909090909;26;15
5;12.7636363636364;35;15
2;16.1727272727273;34;15
3;13.6818181818182;27;15
3;14.8363636363636;31;15
4;15.3;28;15
4;13.2636363636364;27;15
3;13.6090909090909;25;15
4;13.8;27;15
3;12.3272727272727;27;15
2;13.1454545454545;25;15
5;14.4454545454545;26;15
5;13.8636363636364;32;15
5;14.9363636363636;28;15
6;15.0272727272727;36;15
3;14.2727272727273;28;15
3;13.0454545454545;25;15
5;16.0636363636364;33;15
7;16.3818181818182;31;15
6;16.2545454545455;30;15
3;13.5909090909091;30;15
2;12.5545454545455;27;15
4;13.9272727272727;25;15
4;14.2090909090909;27;15
12;17.6636363636364;36;14
3;15.6727272727273;32;14
6;15.3636363636364;29;14
6;15.4727272727273;30;14
6;14.8181818181818;41;14
4;16.0636363636364;40;14
6;16.5272727272727;26;14
7;17.9454545454545;29;14
6;15.1272727272727;29;14
4;16.5818181818182;34;14
2;15.9545454545455;28;14
7;16.3545454545455;35;14
6;18.6181818181818;33;14
6;17.5636363636364;32;14
6;16.4636363636364;31;14
6;17.4272727272727;37;14
7;17.2545454545455;32;14
5;16.4181818181818;33;14
3;16.9909090909091;28;14
6;14.3727272727273;31;14
5;16.5181818181818;32;14
6;15.7363636363636;32;14
5;15.5545454545455;27;14
5;15.9909090909091;32;14
5;15.7181818181818;28;14
6;16.3363636363636;30;14
5;16.4181818181818;
