0;0.68;6;91
0;0.38;5;89
0;0.4;10;86
0;0.17;2;84
1;1.05;6;82
0;0.59;2;79
0;0.82;5;77
0;0.33;1;75
0;0.57;12;74
0;0.63;7;73
0;0.42;6;71
1;1.33;4;70
0;0.36;7;69
0;0.17;3;68
0;1.43;6;67
0;1.74;3;66
0;0.28;2;60
0;0.32;1;59
0;0.92;12;58
0;0.83;4;57
0;0.53;6;56
0;1.29;8;55
0;0.33;4;54
0;1;8;53
0;1.48;7;52
0;0.66;3;51
1;1.42;8;50
1;2.2;9;49
0;0.35;5;45
1;2.46;9;44
0;1.33;12;43
0;1.12;12;42
0;0.24;7;41
1;1.75;8;39
0;0.8;12;38
0;0.56;9;37
0;2.25;5;35
0;1.16;8;34
2;2.93;10;33
2;3.34;9;31
1;1.87;10;30
0;1.62;16;29
1;2.89;12;28
3;5.18;13;27
4;5.32;15;26
1;4.32;14;25
0;1.31;13;24
0;2.76;14;23
1;3.9;22;22
2;5.91;18;21
4;7.71;23;20
11;12.65;23;19
8;9.49;25;18
7;8.91;25;17
7;13.26;20;16
11;12.64;22;15
2;11.39;26;15
2;13.15;27;15
5;14.34;34;15
5;14.12;28;15
4;11.7;29;15
4;13.12;25;15
3;13.13;33;15
1;13.82;29;15
4;12.73;24;15
4;13.69;27;15
6;9.94;37;14
5;14.38;27;14
4;13.53;27;14
8;16.22;28;14
2;15.18;31;14
5;15;32;14
6;15.3;32;14
6;14.66;25;14
3;14.68;29;
