0;0.36;7;91
0;0.3;1;90
0;0.29;5;89
0;0.2;2;80
0;0.15;2;79
0;0.63;6;76
0;0.25;4;75
2;2.23;4;74
0;1.73;5;73
0;0.64;4;71
0;0.39;6;68
1;1.16;5;67
2;2.14;5;65
0;0.76;9;64
0;0.28;6;60
0;1;6;59
0;1.02;9;57
0;0.64;10;56
0;1.07;11;55
0;1.06;9;54
1;1.26;6;53
0;0.21;7;50
0;0.94;4;49
0;2.48;15;47
0;2.35;11;46
2;3.28;9;45
0;1.32;7;43
2;3.95;7;42
0;0.6;8;40
4;6.28;13;39
0;0.71;12;38
0;0.43;5;37
2;2.53;12;35
1;1.29;2;34
0;1.57;9;33
2;3.96;12;32
1;5.43;10;31
12;12.36;16;30
1;1.37;12;29
0;2.94;18;28
4;6.18;10;27
8;9.82;14;26
2;3.82;15;25
1;2.45;15;24
1;2.73;13;23
0;1.17;9;22
3;7.41;18;21
4;4.93;13;20
4;10.78;19;19
4;6.27;21;18
3;6.17;21;17
5;7.09;20;16
8;10.26;14;15
3;12.11;25;15
3;11.96;23;15
5;14.74;25;15
2;12.34;24;15
4;13.36;24;15
2;12.65;28;15
7;16.69;37;15
3;12.7;30;15
2;11.89;25;15
4;12.46;30;15
1;13.03;24;15
1;11.3;24;15
2;12.66;25;15
6;12.73;28;15
10;18.59;32;14
5;15.26;24;14
7;14.22;23;14
3;13.17;25;14
7;16.58;30;14
6;15.76;28;14
5;14.77;28;14
6;15.23;28;14
4;14.44;26;14
4;13.85;25;14
3;14.14;24;14
6;14.71;27;14
7;17.35;31;14
3;15.5;26;14
5;14.55;22;14
5;15.29;26;14
5;15.57;31;14
2;14.74;25;14
3;16.03;27;14
7;16.29;33;14
6;14.59;25;14
3;14.84;32;14
4;15.53;27;14
6;16.3;30;14
4;14.32;21;14
4;14.61;30;14
6;15.64;32;14
3;13.86;27;14
4;15.39;26;14
4;12.75;28;14
8;16.04;28;14
5;14.18;29;14
3;14.44;32;14
6;15.17;30;14
4;14.66;27;14
3;15.37;28;14
5;15.15;27;14
6;14.61;28;14
4;15.93;29;14
5;14.85;27;14
4;15.03;28;14
7;15.47;29;14
5;14;25;14
3;15.17;25;14
7;17.45;32;14
6;15.32;28;14
6;13.64;26;14
4;13.84;26;14
5;13.71;25;14
6;17.75;33;14
5;14.29;25;14
6;13.95;25;14
5;15.12;30;14
5;13.9;25;14
8;15.22;29;14
2;16.26;29;14
5;13.75;23;14
6;15.81;34;14
7;14.99;31;14
7;15;28;14
4;14.38;29;14
5;16.41;27;14
6;14.95;24;14
4;15.98;28;14
4;14.61;25;14
7;15.2;25;14
4;16.33;27;14
4;12.53;25;14
4;16;30;14
6;15.1;29;14
6;16.42;29;14
4;15.14;25;14
6;14.85;32;14
5;17.88;30;14
6;14.9;27;14
5;15.02;26;14
6;15.79;27;14
4;16.96;26;14
8;17.21;34;14
3;14.61;27;14
4;15.34;29;14
6;15.86;27;14
12;16.96;31;13
8;17.11;32;13
10;17.67;28;13
7;16.88;31;13
7;15.97;29;13
6;16.94;28;13
9;18.35;34;13
8;17.33;33;13
8;16.63;31;13
5;16.85;29;13
7;17.8;34;13
8;17.61;32;13
7;16.87;29;13
6;16.06;32;13
8;19.38;37;13
5;15.39;33;13
4;16.89;27;13
6;16.29;29;13
7;19.39;31;13
8;17.09;27;13
9;17.67;31;13
10;18.45;34;13
7;19.23;34;13
8;17.84;37;13
7;19.15;33;13
7;15.93;33;13
8;17.42;30;13
6;18.18;34;13
6;16.15;30;13
10;21.17;32;13
6;17.01;32;13
9;19.18;36;13
6;15.67;34;13
9;19.56;43;13
6;15.94;33;13
8;17.67;29;13
5;16.09;28;13
7;18.12;29;13
8;17.87;33;13
7;18.39;33;13
8;19.21;38;13
4;17.22;30;13
7;16.97;27;13
6;17.13;37;13
7;17.09;31;13
8;17.07;30;13
6;16.26;27;13
7;19.08;32;13
7;17.37;26;13
10;17.2;30;13
7;16.62;29;13
4;17.9;28;13
10;19.96;42;13
8;16.61;31;13
6;15.93;30;13
8;16.3;35;13
8;17.18;32;13
8;16.4;30;13
2;16.7;34;13
5;16.96;28;13
7;18.73;34;13
3;16.23;31;13
9;16.47;32;13
7;18;32;13
6;16.39;33;13
7;17.73;35;13
8;16.23;29;13
7;17.78;34;13
4;15.51;26;13
7;17.23;31;13
7;17.44;31;13
8;17.74;30;13
7;17.65;27;13
10;20.66;34;13
6;16.81;26;13
4;16.23;25;13
6;16.98;34;13
6;17.79;32;13
7;18.5;37;13
7;17.72;34;13
9;18.04;30;13
7;18.58;29;13
7;18.88;36;13
8;16.91;38;13
1;15.2;26;13
7;16.56;29;13
7;18.17;32;13
5;17.79;34;13
6;15.33;25;13
8;17.6;34;13
8;16.44;29;13
7;18.31;36;13
7;17.86;31;13
5;16.85;28;13
5;16.63;29;13
7;17.65;31;13
7;15.84;28;13
6;17.64;30;13
6;17.19;32;13
9;17.23;31;13
6;16.69;28;13
7;19;34;13
6;17.01;31;13
5;16.88;27;13
6;17.58;28;13
6;18.06;29;13
8;16.47;31;13
4;15.19;26;13
4;17.61;36;13
10;19.27;33;13
4;15.42;31;13
6;17.75;32;13
8;17.73;39;13
8;16.91;30;13
8;19.54;37;13
7;16.47;38;13
8;18.29;36;13
7;18.27;30;13
10;17.81;30;13
8;17.04;31;13
9;18.01;31;13
8;16.81;27;13
8;19.3;33;13
9;17.91;39;13
6;15.29;28;13
7;15.82;33;13
7;16.99;32;13
5;16.04;28;13
7;17.66;30;13
5;16.43;31;13
6;16.98;33;13
8;17.13;31;13
8;20;37;13
8;17.35;29;13
5;16.8;32;13
11;18.82;40;13
7;16.81;30;13
7;17.31;32;13
6;15.66;29;13
10;19.32;36;13
6;15.44;27;13
6;15.27;25;13
8;18.22;36;13
7;16.42;31;13
6;17.86;31;13
6;16.1;28;13
6;16.16;27;13
7;18.71;30;13
8;17.68;38;13
7;16.82;27;13
7;17.93;29;13
5;20.31;41;13
5;16.26;30;13
7;17.38;30;13
5;16.82;25;13
3;15.55;27;13
11;21.11;33;13
8;16.11;28;13
9;18.29;30;13
9;19.27;32;13
9;18.15;31;13
6;15.65;32;13
8;19.88;35;13
5;18.14;29;13
7;17.3;27;13
5;17.67;38;13
6;17.88;28;13
6;19.79;36;13
8;17.78;30;13
9;18.18;29;13
8;17.79;34;13
7;17.87;29;13
8;17.36;31;13
10;18.15;30;13
9;18.55;30;13
7;17.99;33;13
6;15.7;26;13
8;19.66;31;13
7;17.07;33;13
5;17.73;33;13
6;15.85;29;13
11;17.21;29;13
5;17.04;26;13
10;19.76;33;13
6;16.51;28;13
6;18.35;31;13
8;18.38;38;13
8;18.74;34;13
10;17.3;29;13
9;18.59;34;13
7;19.19;39;13
5;16.78;27;13
7;16.94;31;13
6;15.13;30;13
6;17.01;31;13
5;16.98;33;13
7;17.4;29;13
11;18.16;35;13
6;19.34;33;13
7;19.25;35;13
5;17.61;35;13
6;17.4;34;13
7;16.67;37;13
7;18.45;31;13
7;16.81;32;13
4;17.24;27;13
5;17.04;30;13
9;18.23;35;13
5;16.41;32;13
10;18.28;33;13
6;17.5;28;13
10;17.44;39;13
7;17.32;31;13
